age,gender,porient_1,country,care1,care3,care4,care8,care11,care12,care13,care14,equalFairness6,equalFairness10,equality2,equality4,equality6,equality10,equality11,propFairness1,propFairness3,propFairness8,propFairness9,proportionality5,proportionality9,proportionality12,proportionality17,loyalty3,loyalty5,loyalty6,loyalty8,loyalty12,loyalty13,loyalty14,loyalty16,loyalty_new1,authority1,authority4,authority6,authority8,authority11,authority14,authority17,authority18,authority20,purity2,purity3,purity4,purity6,purity7,purity9,purity13,purity14,purity17,attention1,attention2,attention3,first_language,religion,religiosity_1,education,status
30,1,4,Columbia,4,4,5,4,5,4,5,4,3,4,3,2,2,3,4,5,4,2,4,4,4,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,5,3,5,4,3,4,5,4,5,4,3,5,2,Español,1,8,3,2
35,1,9,Mexico,5,4,4,5,3,3,3,4,4,3,3,4,4,3,2,5,4,4,3,4,4,3,4,5,4,5,4,4,4,4,3,2,3,4,4,4,4,5,5,5,5,3,4,4,2,2,2,4,3,2,3,5,2,Español,1,8,6,5
35,1,3,Chile,3,4,5,4,4,4,3,4,3,4,4,2,2,3,3,4,3,2,4,4,4,3,3,4,3,5,2,3,3,4,4,4,3,4,3,5,3,5,3,4,5,1,4,4,4,4,4,2,3,3,3,5,2,Español,1,6,6,6
57,1,1,Chile,5,5,5,3,5,3,3,4,3,4,3,3,3,3,5,4,3,3,3,3,2,4,5,5,3,2,3,3,2,4,3,4,3,3,2,3,4,4,4,5,4,3,3,4,1,4,4,2,3,2,3,5,2,Español,6,2,2,6
25,1,1,Argentina,5,3,5,3,4,5,4,4,2,3,5,3,2,5,5,4,2,3,2,5,4,4,4,5,4,4,4,3,5,5,1,4,3,4,5,2,5,5,4,5,3,1,5,4,4,2,1,3,4,4,3,5,2,Español,1,8,2,6
36,1,7,Russia,3,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,3,4,4,4,3,3,4,2,4,3,3,3,3,3,5,2,Русский,1,5,2,8
39,1,10,Columbia,3,3,5,3,2,3,3,1,3,3,3,3,1,3,1,5,3,5,1,3,5,3,5,5,3,5,5,5,3,5,1,3,5,5,5,5,5,5,1,5,5,1,5,5,1,5,1,1,5,5,3,5,2,Español,1,0,6,4
18,1,6,Columbia,2,2,4,2,3,2,3,3,2,2,3,2,1,2,3,2,3,2,2,3,4,3,4,5,2,3,2,3,2,2,2,2,2,2,2,2,2,5,1,5,4,1,4,3,3,1,2,1,2,4,3,5,2,Español,1,6,2,5
NA,1,1,Russia,2,5,5,5,5,4,5,4,4,4,4,3,5,3,5,5,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,1,3,2,3,1,4,2,3,2,3,5,3,1,3,1,5,4,3,5,2,Русский,1,5,5,5
54,1,6,Peru,4,5,5,4,5,4,4,4,3,4,5,4,1,4,4,5,5,4,4,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,4,4,4,4,5,4,5,4,5,4,4,5,3,1,4,5,3,5,2,Español,1,7,3,5
73,1,5,France,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,3,3,4,4,4,5,5,4,2,3,4,2,2,3,3,4,4,3,5,2,Français,6,1,5,5
49,1,3,France,4,5,4,5,4,5,4,4,5,4,4,5,2,4,4,5,5,3,3,4,4,5,4,4,4,4,5,5,3,5,5,4,4,3,3,2,4,4,5,5,5,1,5,5,1,3,4,1,3,4,3,5,2,Francais,1,3,4,6
23,1,4,Chile,4,4,4,5,4,4,4,4,1,4,2,1,1,2,3,4,2,4,2,2,5,3,4,4,2,5,3,4,3,5,2,2,3,2,2,4,4,4,3,4,4,1,3,3,1,4,2,2,3,1,3,5,2,Español,1,3,6,7
38,1,8,Chile,5,3,5,5,3,5,5,5,4,3,4,3,3,4,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,4,4,3,2,3,3,4,4,5,4,5,3,3,4,1,3,3,4,4,5,3,5,2,español,1,2,4,5
19,1,8,Peru,4,4,4,4,4,3,4,4,2,4,4,1,1,2,3,2,4,3,3,3,4,3,4,2,1,4,2,1,2,4,2,3,3,1,1,4,3,2,2,2,2,1,2,4,2,1,1,1,3,1,3,5,2,Castellano,6,2,6,4
19,1,10,Argentina,3,3,5,3,3,4,4,5,5,5,3,3,3,3,4,4,2,5,5,5,5,5,5,4,3,5,4,4,4,4,4,4,5,3,3,4,3,4,3,4,3,4,1,5,1,1,3,3,4,3,3,5,2,Español,1,5,2,5
18,1,7,France,5,4,5,3,4,4,4,5,2,5,3,1,5,2,4,5,4,5,5,5,5,5,5,5,4,3,5,5,3,5,5,4,4,3,4,2,5,5,4,5,4,3,3,4,1,3,4,1,2,3,3,5,2,Français,6,0,3,5
37,1,4,Chile,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,1,2,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,1,1,3,1,2,3,1,4,2,3,5,2,Español,6,0,3,3
28,1,5,Columbia,5,5,5,5,5,5,5,5,3,3,5,5,2,5,5,5,2,1,3,4,5,3,5,5,5,5,5,4,4,5,5,3,5,1,5,5,5,5,5,5,5,3,5,5,2,5,5,4,5,5,3,5,2,Español,1,0,2,3
26,1,2,Chile,4,4,5,4,5,4,5,4,2,2,2,2,3,2,4,3,4,3,3,4,4,4,4,3,2,4,4,2,1,3,2,3,4,1,2,4,4,2,4,4,3,1,3,4,4,2,2,3,4,2,3,5,2,Español,1,6,2,6
21,1,5,Kenya,5,5,5,5,5,5,5,5,1,3,5,4,3,2,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,3,5,3,5,2,Kikuyu,1,10,3,5
20,1,1,Peru,4,5,4,4,3,2,3,3,2,3,2,3,1,3,2,1,3,2,2,1,5,1,3,5,4,3,3,3,4,3,3,3,2,2,3,4,4,5,5,3,4,2,5,4,4,2,4,2,2,2,3,5,2,Español,1,4,2,8
33,1,6,Russia,4,4,4,5,3,4,4,4,5,4,5,3,5,4,3,3,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,3,4,5,4,4,5,3,4,4,3,3,5,4,4,1,4,5,3,5,2,Русский,1,7,2,8
70,1,7,Mexico,3,4,4,4,3,3,2,3,3,2,3,3,2,3,3,4,1,2,2,3,4,3,4,4,3,4,3,3,2,4,2,3,3,1,2,4,3,4,2,3,4,1,2,3,2,2,3,4,3,3,3,5,2,Español,1,7,4,7
21,1,1,Russia,5,4,5,5,4,5,4,3,1,5,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,4,3,4,5,3,4,5,5,3,4,5,5,5,5,4,1,5,5,3,4,4,3,5,2,Русский,1,7,4,5
43,1,7,Argentina,5,4,4,4,4,3,5,5,4,2,5,1,2,1,2,5,4,4,1,2,5,3,5,2,1,5,3,1,4,4,2,2,2,2,4,4,4,4,4,3,5,1,2,5,1,1,3,1,4,4,3,5,2,Español,6,0,2,3
55,1,8,Mexico,4,4,4,3,2,3,2,2,3,3,4,3,3,2,3,5,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,2,3,3,2,3,4,3,3,5,3,5,2,Español,7,7,4,7
20,1,7,Peru,4,5,5,5,4,4,5,3,2,3,1,2,1,1,2,4,4,4,5,4,5,4,4,5,4,4,4,5,3,5,5,5,1,3,4,5,5,5,3,4,4,2,4,5,4,1,2,5,3,3,3,5,2,Español,7,5,3,5
23,1,5,Chile,4,3,5,5,3,5,1,1,3,4,4,4,4,3,3,3,4,2,2,3,4,3,3,2,1,4,1,1,1,3,1,2,2,2,1,5,1,1,1,1,2,3,1,4,3,1,1,1,2,1,3,5,2,Español,6,0,4,6
40,0,7,Peru,4,4,5,5,5,5,4,4,4,5,4,3,1,5,2,5,4,4,1,3,5,2,5,5,5,4,5,3,5,5,5,5,5,2,4,5,5,5,4,5,5,3,5,4,3,3,2,4,4,5,3,5,2,Español,1,9,5,9
33,1,5,Chile,4,4,5,4,4,4,3,4,3,4,3,2,3,3,3,4,3,4,4,4,5,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,4,2,3,4,3,4,4,3,5,2,Español,1,3,3,6
38,1,1,Peru,5,2,5,5,5,1,5,5,5,2,5,5,1,5,5,5,5,5,4,4,5,5,5,5,2,5,5,4,5,5,5,5,2,2,5,4,5,3,5,5,5,2,5,5,5,2,5,5,5,5,3,5,2,Español,1,7,2,5
29,1,6,Mexico,5,5,5,5,4,5,5,5,3,2,4,4,1,4,3,5,3,3,4,4,5,4,5,4,3,4,3,4,2,4,1,3,4,4,4,3,5,5,4,5,4,3,5,5,5,4,3,2,5,5,3,5,2,Español,1,8,4,6
42,1,5,Russia,4,5,5,4,4,5,4,4,2,4,5,2,3,2,5,4,2,4,4,4,4,4,4,4,5,5,5,3,5,4,5,3,3,1,5,4,5,1,5,5,5,3,4,3,3,5,3,2,5,1,3,5,2,Русский,1,8,3,1
40,1,5,Russia,3,4,4,5,3,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,5,4,3,3,4,4,4,4,4,3,4,4,5,3,2,4,2,2,4,2,3,3,3,5,2,Русский,1,2,2,3
20,1,8,Argentina,5,5,4,5,4,5,4,4,5,1,4,5,5,4,3,4,4,5,5,5,4,4,5,4,4,4,3,5,3,5,4,4,5,4,3,5,4,3,5,4,5,3,4,4,5,5,4,1,3,4,3,5,2,Castellano,6,1,2,5
27,1,9,Chile,4,4,4,4,4,4,4,4,2,3,3,1,1,1,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,2,1,1,4,2,3,5,2,Español,1,7,6,7
57,1,8,Mexico,4,4,5,4,3,4,4,4,4,3,5,3,1,3,4,5,3,3,3,4,5,4,4,4,4,5,4,4,3,5,3,4,4,4,4,5,4,4,4,3,4,1,3,3,1,1,3,1,2,1,3,5,2,Español,6,1,2,5
22,1,NA,Chile,2,2,5,5,3,5,4,4,3,4,2,4,2,4,3,3,3,2,5,2,3,5,4,3,5,2,3,4,4,2,4,2,2,3,5,3,3,5,4,5,3,4,4,3,4,1,2,5,4,3,3,5,2,Español,6,NA,4,5
26,1,4,Peru,3,3,3,4,2,2,3,3,4,4,4,4,1,2,1,4,3,5,3,3,3,3,3,2,3,2,1,3,3,3,3,1,1,3,3,3,3,3,2,2,5,2,3,1,3,4,3,2,2,5,3,5,2,Español,1,2,6,4
49,1,7,Peru,4,4,5,4,4,4,4,4,2,2,2,1,1,1,2,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,2,4,2,4,4,4,5,4,5,5,3,4,4,2,3,4,4,4,4,3,5,2,Español,1,5,3,5
45,1,4,Mexico,2,4,2,4,3,3,3,2,1,4,4,1,1,1,2,4,4,4,4,4,4,4,4,4,2,5,5,4,4,4,5,2,4,1,3,1,4,4,4,4,4,2,4,4,2,1,3,1,5,4,3,5,2,Español,7,8,4,8
24,1,4,Chile,2,2,4,2,2,3,2,2,1,2,1,1,2,1,1,3,3,2,1,1,4,2,2,2,1,3,1,2,1,4,1,3,2,1,2,4,1,2,4,2,2,1,2,4,1,1,2,1,3,2,3,5,2,español,1,8,4,9
42,1,6,Columbia,3,3,4,4,3,3,5,4,4,3,2,3,3,4,4,4,3,4,3,3,4,2,3,5,4,3,4,4,4,4,4,4,3,4,4,5,4,3,5,4,4,4,4,5,4,4,4,3,4,4,3,5,2,Español,1,9,6,7
58,1,8,Russia,1,4,4,3,4,4,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,1,4,1,2,2,1,1,2,4,1,3,2,3,1,4,2,2,1,2,4,1,2,3,1,2,3,3,5,2,Русский,6,0,5,4
37,1,4,Mexico,5,4,5,3,3,5,4,4,1,3,1,1,1,3,1,4,2,5,1,1,4,3,4,5,4,4,3,4,5,4,4,2,4,1,4,3,4,4,5,5,4,1,4,4,3,2,1,1,5,3,3,5,2,Español,1,7,2,5
43,1,1,France,5,5,4,5,5,4,4,4,4,5,4,4,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,4,4,4,4,2,4,2,4,2,5,3,5,4,5,1,4,4,2,3,3,2,4,3,3,5,2,Catalan,1,0,2,5
28,1,1,Peru,5,5,5,5,4,5,5,5,5,5,5,2,2,3,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,3,5,5,5,2,2,4,5,3,5,2,Castellano,1,10,6,8
57,1,4,Argentina,5,4,5,5,4,4,5,5,3,3,5,2,2,2,5,5,3,3,3,4,5,4,3,3,5,5,5,5,5,5,5,3,4,2,4,5,5,3,5,3,5,3,5,5,2,3,5,1,5,4,3,5,2,español,1,6,3,7
20,1,7,Argentina,4,3,5,3,2,3,5,4,3,5,4,3,3,4,4,5,3,2,5,5,4,4,4,5,4,4,5,3,4,3,4,4,4,2,3,3,4,5,5,4,4,3,4,4,3,2,3,2,3,3,3,5,2,Español,1,2,3,7
33,1,6,Russia,5,5,5,5,5,4,3,5,1,1,3,1,4,1,4,5,5,5,4,5,5,4,5,5,3,4,3,4,3,5,2,1,3,1,4,5,4,1,5,4,5,3,5,5,1,5,5,1,5,3,3,5,2,Русский,1,5,4,6
40,1,5,Russia,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,4,5,4,4,4,4,5,4,4,3,3,3,4,3,5,2,Русский,1,3,2,3
44,1,10,Argentina,5,4,5,4,5,5,5,5,3,4,5,3,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,3,5,2,Español,5,8,4,7
35,1,10,Mexico,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,3,5,5,3,4,5,4,1,5,4,5,1,5,5,5,2,3,5,2,Español,6,2,4,8
43,1,6,Argentina,3,3,4,2,2,3,3,3,1,4,4,1,2,1,3,4,4,4,3,4,4,3,4,4,4,2,3,4,2,1,2,2,3,3,4,4,3,4,4,5,4,1,2,1,1,2,2,1,4,4,3,5,2,español,1,5,6,7
20,0,10,Japan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,Creole,1,10,2,7
36,1,6,France,3,3,4,4,3,3,5,2,4,3,4,4,4,4,2,4,4,4,4,4,5,4,3,3,4,5,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3,2,4,2,2,3,4,2,2,4,3,5,2,Francais,1,6,2,5
43,1,6,France,5,5,5,5,5,5,4,5,1,1,1,1,1,1,5,5,5,5,3,1,5,1,3,5,3,5,4,5,3,1,2,5,3,3,1,5,3,5,1,5,5,5,5,5,5,1,5,3,5,5,3,5,2,Français,2,10,3,5
38,1,10,Peru,3,3,4,3,3,4,3,3,3,3,3,3,1,2,1,4,3,3,1,3,4,3,4,4,4,4,4,4,3,4,3,3,4,2,3,4,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,5,2,Castellano o español,7,10,2,7
36,1,5,Columbia,4,4,4,4,3,4,4,4,2,4,4,3,3,3,3,4,4,4,3,4,5,4,4,5,4,4,4,3,4,5,3,4,3,2,4,4,4,5,4,5,4,2,4,5,4,3,3,1,4,4,3,5,2,Español,1,7,6,5
18,1,6,Mexico,3,5,5,4,5,4,4,4,1,2,1,1,3,1,2,3,3,5,3,2,5,2,3,2,1,5,2,3,2,5,1,1,4,2,1,5,1,3,1,1,3,1,1,3,1,1,2,1,3,1,3,5,2,Español,6,1,3,6
34,1,5,Russia,5,5,5,5,5,4,4,5,3,3,3,4,4,4,5,4,3,3,3,3,4,3,4,5,3,4,2,4,3,3,2,5,4,3,3,2,3,2,4,3,4,4,3,4,3,2,2,4,4,4,3,5,2,Русский язык,6,2,4,7
20,1,4,Columbia,3,2,3,4,2,2,4,4,2,3,3,2,1,2,3,1,4,3,2,4,4,3,3,2,1,4,3,3,1,4,1,4,1,3,2,3,1,3,2,3,2,2,2,5,1,1,1,1,3,2,3,5,2,Español,6,0,3,5
30,1,10,Russia,2,5,5,5,4,4,4,5,4,3,5,2,4,2,4,4,3,5,4,4,5,4,5,5,4,4,5,4,5,4,5,3,5,4,4,4,4,4,5,3,5,3,4,4,2,4,3,1,1,4,3,5,2,Русский,1,5,3,6
20,1,2,Mexico,4,4,5,4,4,4,4,4,4,4,4,4,2,3,3,5,3,3,1,2,5,2,4,3,4,4,4,5,4,5,4,2,4,4,4,4,4,4,4,4,4,3,4,4,1,4,3,3,4,4,3,5,2,Español,6,0,3,7
20,1,5,Argentina,3,3,5,3,3,3,3,3,1,1,1,1,1,1,1,5,1,5,2,3,4,3,2,1,1,2,4,1,1,5,2,1,2,1,1,3,2,3,3,2,2,1,3,4,1,1,1,1,2,1,3,5,2,castellano,1,7,2,5
43,1,5,Peru,3,3,3,4,3,3,2,3,1,2,4,1,2,1,2,3,3,2,2,4,4,3,3,5,4,4,3,4,4,4,4,3,4,4,3,4,4,5,4,5,4,2,4,3,2,1,3,2,3,4,3,5,2,Español,1,7,3,5
40,1,2,Mexico,4,4,4,4,3,4,3,3,2,5,3,2,1,2,3,3,3,4,2,3,5,3,3,5,5,4,3,2,4,5,5,4,5,4,4,4,3,4,5,5,4,1,5,4,3,2,3,2,4,2,3,5,2,Español,5,7,4,4
24,1,7,Argentina,2,4,5,5,4,5,4,2,2,3,2,2,1,2,1,3,3,3,4,5,4,5,4,3,2,3,3,3,1,4,3,2,2,2,3,4,3,4,3,4,5,5,5,4,5,2,3,1,2,1,3,5,2,Castellano,1,1,3,5
19,1,3,France,5,4,5,4,5,4,4,3,3,2,4,1,2,2,5,1,3,1,3,5,4,5,3,5,4,4,4,2,4,5,4,3,4,4,2,1,5,4,4,4,5,3,4,1,2,4,4,4,5,5,3,5,2,Français,1,3,2,5
30,1,4,Russia,4,5,4,5,4,5,5,4,4,3,5,3,5,4,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,4,3,5,4,4,5,5,5,5,4,4,5,5,3,5,2,4,4,3,5,2,Русский,1,7,2,5
19,1,5,Russia,4,5,5,5,4,5,5,5,3,5,5,5,5,3,4,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,4,5,3,3,4,5,4,3,4,5,1,2,3,3,4,2,3,5,2,Русский язык,6,3,3,5
32,1,7,Russia,2,3,4,2,3,4,3,3,1,3,2,1,4,2,2,4,3,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,4,1,3,4,3,2,4,4,4,3,4,4,2,2,1,2,2,2,3,5,2,Русский,6,0,4,4
29,1,9,Columbia,4,5,5,4,5,3,4,3,3,3,3,3,4,4,2,3,3,3,4,4,4,3,3,3,4,3,2,4,1,3,2,3,2,3,4,3,2,2,5,3,1,3,3,3,1,2,2,1,3,1,3,5,2,Español,6,1,6,6
26,1,5,Russia,4,5,5,5,5,5,4,5,3,2,5,2,4,3,4,4,5,4,4,4,5,4,5,5,5,4,5,3,5,5,5,3,4,2,4,5,4,3,5,4,4,4,4,5,4,4,3,3,4,4,3,5,2,Русский,1,5,4,6
47,1,1,Columbia,4,3,4,3,3,3,4,4,2,3,4,4,2,4,3,2,3,2,2,2,4,4,3,3,4,3,5,4,3,4,4,2,2,3,3,4,4,3,2,3,3,2,4,4,3,3,2,2,3,3,3,5,2,Español,1,4,6,4
22,1,10,Argentina,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,4,4,3,4,4,4,5,1,4,4,5,3,2,5,4,4,5,3,5,5,4,4,5,4,2,2,5,5,1,5,5,2,5,5,3,5,2,español,1,7,2,7
57,1,1,Japan,4,3,5,4,3,3,3,3,2,1,3,1,3,1,4,5,4,3,3,3,3,3,4,3,4,4,5,3,5,5,4,2,4,2,2,5,2,3,4,3,3,3,2,3,3,3,5,5,2,4,3,5,2,日本語,5,1,2,2
47,1,6,France,4,4,4,5,3,4,4,4,2,3,2,1,1,1,4,4,4,5,4,5,4,4,5,5,4,4,5,3,5,4,2,3,4,4,4,4,4,5,4,5,5,1,3,3,1,3,3,4,3,3,3,5,2,Français,1,4,2,7
60,1,5,Russia,3,4,4,4,4,4,4,4,3,3,4,3,3,4,5,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,3,3,3,3,4,3,3,3,3,3,5,2,Русский,1,6,4,5
50,1,5,Russia,3,4,4,4,4,4,3,4,5,4,5,5,5,5,5,5,4,4,3,4,4,3,4,4,5,3,5,4,5,4,4,3,4,3,4,4,4,4,5,3,4,2,3,3,2,4,3,3,4,3,3,5,2,русский,1,5,2,4
18,1,7,Morocco,4,5,5,5,5,5,5,5,2,1,1,1,1,1,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,2,5,5,5,5,5,2,5,5,5,5,3,4,4,3,5,3,5,2,اللغة العربية,2,8,2,9
34,1,8,Argentina,2,3,4,4,3,5,3,3,2,3,3,3,1,3,1,4,4,2,4,5,5,4,2,4,1,5,1,3,1,3,2,4,5,3,3,4,3,3,5,5,5,1,5,5,1,1,3,1,5,3,3,5,2,Español,1,9,3,7
41,1,10,Mexico,2,2,5,4,2,3,2,1,1,2,1,1,1,1,3,4,4,4,4,4,3,4,3,4,2,3,2,2,2,3,1,2,3,2,2,4,2,2,1,4,3,1,2,3,1,3,2,1,2,2,3,5,2,Españil,7,5,4,4
20,1,8,Peru,4,4,5,5,4,4,1,4,3,5,4,4,2,3,5,3,4,4,3,4,5,3,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,2,5,5,4,5,3,2,3,4,3,5,2,Español,6,0,2,6
46,1,7,France,4,5,4,5,4,5,4,5,5,3,5,5,1,5,5,5,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,2,3,3,2,3,3,2,5,5,3,5,2,Français,1,4,2,5
25,1,6,Nigeria,2,4,2,2,4,2,5,2,1,3,4,4,1,4,5,5,5,2,3,2,5,4,2,5,5,5,3,5,4,4,1,3,3,2,5,5,2,5,5,5,5,4,5,4,5,1,3,1,2,4,3,5,2,English,1,6,6,5
21,1,5,France,1,4,1,5,3,2,1,4,4,3,4,1,1,2,4,2,4,5,5,5,3,4,3,5,1,2,1,1,2,2,1,1,4,1,3,5,5,3,5,4,4,3,4,4,4,1,3,5,3,1,3,5,2,Français,7,10,2,6
40,1,4,Russia,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,3,4,3,3,4,4,5,4,4,4,4,4,4,4,3,3,3,2,3,3,4,2,3,3,3,3,3,4,2,4,3,2,4,2,3,5,2,Русский,1,5,4,5
19,1,4,Columbia,3,3,4,4,3,4,4,4,4,5,3,3,4,3,3,3,4,4,5,5,4,5,4,4,4,4,5,1,2,3,3,2,1,1,3,5,3,1,2,4,3,1,1,1,1,3,3,2,2,1,3,5,2,Español,1,5,3,5
31,1,8,Peru,4,3,5,4,4,4,3,3,1,1,3,2,1,1,2,3,5,5,4,4,5,4,5,4,4,4,4,4,2,5,1,3,3,2,4,4,3,3,3,4,4,4,4,3,3,3,2,1,3,4,3,5,2,Castellano,7,5,4,7
30,1,1,Columbia,5,5,3,5,2,2,5,2,2,5,2,5,2,5,2,2,5,2,5,5,2,2,5,5,2,2,5,5,3,3,2,3,5,5,5,3,3,3,5,5,5,5,5,5,5,3,2,5,5,2,3,5,2,Español,1,4,6,1
23,0,10,Mexico,4,5,4,4,4,4,3,3,2,3,3,2,2,3,1,2,3,4,2,2,4,2,4,5,4,3,4,4,2,5,4,1,2,2,3,3,4,5,1,5,5,2,2,5,2,1,3,1,3,1,3,5,2,Español,6,0,3,5
21,1,6,France,3,4,4,2,3,3,2,4,3,2,3,2,3,2,4,4,4,4,3,4,4,3,2,1,3,3,4,3,2,4,2,1,3,3,4,5,3,2,4,4,4,1,4,1,2,4,3,4,3,4,3,5,2,Français,6,1,4,5
28,1,4,Russia,3,3,4,4,4,4,3,4,2,2,2,2,4,1,3,4,4,4,4,4,4,5,4,4,3,4,4,3,4,4,3,4,3,3,2,3,2,1,5,3,3,2,3,4,2,3,1,1,2,2,3,5,2,русский,6,0,4,6
66,1,8,France,5,5,5,5,5,5,5,5,5,3,5,5,2,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,4,5,5,5,3,5,5,3,5,5,2,5,5,3,5,2,Français,1,8,2,3
41,1,5,Peru,5,4,4,4,4,4,4,4,4,3,4,3,2,4,3,4,4,4,3,4,4,3,4,4,4,4,5,4,3,5,5,4,5,2,4,4,4,4,4,4,2,4,4,4,4,4,1,4,3,3,3,5,2,Español,1,6,3,7
20,1,9,Chile,2,2,2,4,2,2,3,4,1,2,1,1,1,1,2,1,2,2,1,1,3,2,2,4,3,4,1,2,3,2,2,2,2,2,2,2,2,3,1,3,3,1,3,3,2,3,3,2,3,3,3,5,2,Español,6,3,3,4
21,1,5,Columbia,4,4,5,4,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,3,4,5,4,4,3,2,4,4,3,5,2,Español,6,3,3,3
37,1,5,Chile,4,4,4,4,4,4,3,5,2,3,3,1,1,1,4,4,3,4,3,2,4,3,4,3,3,3,3,3,4,2,2,4,2,5,4,2,3,3,4,4,3,4,3,4,1,1,1,1,5,4,3,5,2,italiano,1,4,6,5
28,1,5,France,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,4,3,5,3,5,5,4,5,1,3,1,3,1,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,2,Française,6,7,2,7
19,1,5,Chile,4,5,4,4,5,4,4,5,3,3,3,2,2,2,3,5,4,4,5,4,5,4,4,5,3,4,3,3,1,5,1,3,3,3,3,5,3,4,3,5,4,3,5,4,2,4,3,3,5,2,3,5,2,Español,1,3,4,5
23,1,7,Russia,3,5,4,5,4,5,4,5,3,2,3,2,5,3,4,5,5,5,5,5,5,4,5,5,4,5,3,2,4,4,4,3,3,3,3,4,3,2,4,4,4,3,4,4,4,3,2,1,2,2,3,5,2,Русский,1,5,2,4
18,1,10,Peru,4,2,4,4,5,4,4,5,3,5,4,3,1,2,5,2,4,3,2,4,5,3,4,5,4,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,2,1,3,2,3,5,2,Español,7,3,3,6
21,1,5,Russia,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,3,5,4,4,3,4,4,3,3,3,3,3,2,3,5,2,Русский,1,3,5,7
22,1,1,Mexico,3,3,4,5,3,3,4,3,2,3,4,4,1,2,2,3,3,2,5,3,4,4,3,5,4,4,3,1,4,3,5,3,5,1,3,5,4,2,3,2,5,3,5,3,4,4,3,4,5,3,3,5,2,Español,1,7,6,10
38,1,1,France,5,4,4,5,4,5,4,4,3,2,2,3,4,2,4,5,4,4,4,4,4,4,4,5,4,4,4,3,5,2,4,5,4,4,4,3,4,5,5,5,5,2,5,3,3,2,3,1,5,4,3,5,2,Francaise,3,8,2,6
