age,gender,porient_1,country,care1,care3,care4,care8,care11,care12,care13,care14,equalFairness6,equalFairness10,equality2,equality4,equality6,equality10,equality11,propFairness1,propFairness3,propFairness8,propFairness9,proportionality5,proportionality9,proportionality12,proportionality17,loyalty3,loyalty5,loyalty6,loyalty8,loyalty12,loyalty13,loyalty14,loyalty16,loyalty_new1,authority1,authority4,authority6,authority8,authority11,authority14,authority17,authority18,authority20,purity2,purity3,purity4,purity6,purity7,purity9,purity13,purity14,purity17,attention1,attention2,attention3,first_language,religion,religiosity_1,education,status
63,0,5,Chile,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,1,1,3,5,5,5,4,4,3,5,3,4,3,5,5,4,3,3,4,3,5,3,5,4,5,5,5,5,3,5,5,5,5,3,5,2,Español,1,9,6,8
70,0,6,Chile,4,4,5,5,2,5,2,3,3,4,5,2,1,2,3,4,4,3,5,5,5,4,5,3,2,5,3,3,3,5,4,5,3,3,3,5,5,3,5,3,4,4,5,5,2,4,2,4,5,1,3,5,2,español,1,8,6,8
68,0,NA,Mexico,1,3,4,4,4,5,4,4,3,3,3,2,3,3,4,3,3,5,1,1,5,2,4,5,4,4,4,3,4,3,1,4,1,2,4,3,4,5,4,5,5,4,3,4,3,2,4,3,3,4,3,5,2,Español,7,10,3,6
56,0,NA,Mexico,5,5,5,4,5,5,4,2,4,5,3,2,2,4,2,5,2,4,2,2,5,2,1,5,5,2,5,4,2,5,2,2,1,1,2,2,2,5,5,5,2,2,2,2,1,2,5,2,4,2,3,5,2,Español,7,2,2,2
NA,0,6,Nigeria,5,5,5,5,2,4,4,3,1,1,4,1,2,1,5,5,5,5,2,3,5,3,3,5,5,5,2,3,5,4,5,3,4,4,3,5,4,5,4,5,3,5,5,5,3,2,3,5,5,5,3,5,2,Yoruba,1,5,3,7
57,0,8,Chile,4,4,4,4,3,3,4,3,1,4,2,2,2,1,4,4,2,2,4,4,5,4,4,4,4,4,4,4,4,3,4,3,5,3,2,5,3,3,4,4,4,1,4,4,1,3,3,1,4,3,3,5,2,español,6,1,3,8
NA,0,6,Kenya,5,3,5,4,5,5,5,5,2,2,2,1,5,1,5,3,5,5,5,2,3,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,3,5,3,5,2,Kiswahili,1,7,3,5
66,0,10,Ireland,4,4,5,4,5,5,4,5,1,3,3,1,3,1,2,5,5,2,5,4,5,4,5,3,4,5,4,3,4,5,3,3,1,3,4,5,4,4,4,4,4,4,5,5,5,4,4,1,5,4,3,5,2,English,1,8,2,6
57,0,6,Chile,4,4,4,4,4,5,4,5,5,2,4,4,4,5,2,4,4,1,1,4,5,4,5,5,2,4,3,2,4,5,3,3,3,3,3,4,3,4,2,5,4,1,4,5,3,2,3,1,5,2,3,5,2,Español,1,8,1,3
61,0,5,Mexico,4,3,1,2,3,3,3,3,1,4,1,1,1,1,3,3,3,4,2,3,4,3,2,3,3,4,2,3,3,4,2,2,4,2,1,2,3,4,3,4,4,2,2,4,2,2,2,3,4,4,3,5,2,Español,7,5,3,5
NA,0,6,UAE,3,3,3,3,3,4,4,4,2,4,4,3,3,2,4,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,5,4,4,4,5,4,4,4,3,5,4,3,3,4,3,3,5,2,Urdu,2,7,5,8
71,0,6,Ireland,4,5,5,5,5,3,3,5,4,4,3,1,3,1,5,5,5,4,3,5,5,4,4,4,3,5,4,4,4,5,4,3,5,5,3,5,4,5,4,4,5,3,4,5,2,4,5,4,4,5,3,5,2,English,1,6,4,7
58,0,4,Mexico,4,4,5,5,5,5,5,4,3,3,4,4,1,4,2,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,5,2,5,4,4,5,5,5,5,5,5,5,4,4,4,3,1,5,3,5,2,Español,3,9,4,9
65,0,1,Egypt,4,5,4,5,4,5,5,4,4,2,4,4,5,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,5,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,4,3,5,2,العربية,2,8,4,8
NA,0,4,Kenya,5,5,5,3,5,3,5,5,5,5,5,5,2,5,2,4,5,2,1,1,5,1,5,2,4,5,4,4,5,5,2,5,5,3,4,5,4,2,2,5,3,4,3,5,2,4,5,2,5,4,3,5,2,English,1,6,4,5
57,0,5,Kenya,4,3,4,4,4,4,4,4,1,4,4,1,4,2,4,2,3,3,3,2,4,3,2,3,4,5,4,4,4,4,1,4,4,3,4,4,4,4,2,5,4,2,5,5,4,2,5,2,4,4,3,5,2,Luo,1,9,3,4
25,0,10,Switzerland,3,4,5,2,3,3,4,3,4,4,4,5,5,5,5,5,4,4,3,3,3,4,4,3,3,2,5,2,4,3,5,3,2,2,3,1,5,3,3,4,3,2,3,4,3,3,4,3,1,3,3,5,2,francais portugais,1,5,2,7
20,0,6,Switzerland,4,3,3,3,3,2,2,2,3,2,3,2,3,3,2,4,3,2,3,4,5,4,4,2,3,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,2,3,3,3,4,3,5,2,Flamand,7,5,2,5
NA,0,6,Kenya,5,5,5,5,5,5,4,5,2,4,4,3,1,5,5,5,4,5,3,4,5,3,5,5,5,5,4,5,5,5,5,4,5,4,4,5,4,5,2,5,5,5,5,5,5,5,2,5,5,5,3,5,2,Ekegusii,1,9,3,3
74,0,10,Ireland,5,5,5,5,5,5,5,5,4,5,5,5,1,4,5,3,5,3,2,4,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,3,1,5,1,5,3,5,2,English,6,0,3,8
58,0,7,Ireland,4,4,4,3,1,4,3,3,1,4,3,1,1,1,1,4,4,4,2,2,1,3,2,4,2,2,4,2,2,1,3,3,2,1,2,4,3,4,2,4,2,1,4,4,1,3,3,4,2,2,3,5,2,english,1,7,2,5
64,0,9,Saudi Arabia,1,3,5,5,1,3,4,2,3,4,2,3,2,3,3,5,5,3,3,5,3,2,5,3,1,1,4,2,4,4,1,2,2,4,5,4,4,2,4,1,3,2,3,3,3,4,3,2,4,3,3,5,2,عربي,2,4,4,7
NA,0,1,Kenya,3,5,3,5,5,3,5,5,5,2,2,2,3,3,5,2,3,5,3,2,2,3,3,5,5,5,3,2,5,5,5,2,5,2,1,3,4,5,3,5,5,3,5,2,5,3,2,3,5,5,3,5,2,Kamba,1,10,2,2
NA,0,NA,Morocco,5,5,5,5,5,5,5,5,1,1,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,العربية,2,8,3,5
NA,0,10,Morocco,5,4,5,4,4,5,4,4,3,2,3,4,4,4,4,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,3,5,3,4,4,5,3,5,4,4,5,4,4,5,4,4,4,5,5,3,5,2,العربية,2,NA,1,4
NA,0,6,Kenya,3,4,3,5,3,2,3,5,1,1,2,2,2,2,2,3,4,1,3,5,4,4,4,2,5,5,5,3,4,5,4,2,5,3,4,5,4,4,1,5,2,4,4,5,4,1,1,1,1,1,3,5,2,Kikuyu,1,2,4,4
62,0,9,Saudi Arabia,2,1,3,2,3,4,1,2,2,4,3,2,3,1,5,2,1,3,4,3,4,5,1,1,5,4,5,1,4,1,1,5,1,5,5,4,4,2,5,3,4,1,2,3,3,2,4,4,5,1,3,5,2,arabia,2,6,2,6
61,0,8,Saudi Arabia,1,1,3,5,2,3,2,4,4,1,3,5,5,3,2,5,3,5,3,4,4,5,4,5,4,3,1,4,1,3,5,1,5,5,1,2,2,3,4,5,4,3,1,3,2,1,4,1,5,4,3,5,2,arabea,2,6,2,8
62,0,9,Saudi Arabia,4,2,1,2,4,3,2,4,2,3,4,3,1,3,2,4,4,3,4,2,2,2,4,4,4,4,1,4,4,2,4,4,2,2,4,3,3,1,5,4,2,2,4,4,2,3,3,4,3,3,3,5,2,العربية,2,7,2,6
63,0,9,Saudi Arabia,4,5,3,5,5,1,4,1,3,4,2,2,2,2,1,1,1,2,5,3,2,4,2,5,2,3,4,4,2,2,1,3,4,2,2,3,4,2,5,3,3,3,4,1,3,2,2,5,3,3,3,5,2,arabia,2,7,2,8
64,0,8,Saudi Arabia,4,4,3,4,1,5,5,5,2,5,5,3,3,5,3,2,1,4,4,4,3,2,4,3,5,1,3,4,4,3,2,4,2,2,4,4,3,4,4,2,3,5,2,4,1,1,1,1,3,2,3,5,2,arabia,3,6,2,7
34,0,6,Switzerland,4,4,1,3,4,3,4,2,3,4,3,4,4,2,3,3,3,3,2,4,3,3,2,3,4,4,3,3,3,3,4,4,3,3,2,2,2,2,3,2,4,1,2,3,2,4,2,4,3,4,3,5,2,Italiano,1,6,5,4
26,0,6,Switzerland,4,4,4,5,4,4,3,4,3,3,4,3,4,3,4,4,4,2,3,3,4,3,4,4,5,4,3,3,4,4,3,2,2,3,3,2,4,4,4,5,4,2,4,3,2,4,3,1,2,4,3,5,2,français,1,4,4,6
25,0,8,Switzerland,4,4,5,5,3,4,5,4,1,1,1,1,1,1,4,4,4,5,3,4,4,4,3,3,1,3,5,1,1,1,3,2,3,1,3,1,2,3,3,2,3,1,2,3,2,3,3,2,5,5,3,5,2,français,6,0,4,3
24,0,6,Switzerland,3,5,3,3,3,2,5,4,3,2,4,2,3,2,4,3,5,5,3,3,4,4,4,5,4,4,2,4,4,4,4,2,4,3,4,3,5,5,4,2,4,1,3,4,1,3,3,1,5,1,3,5,2,Italien,6,1,2,8
NA,0,3,Peru,4,4,2,4,4,4,1,2,1,1,1,1,1,1,1,5,5,2,4,5,5,5,2,5,5,4,2,4,5,4,1,4,3,1,4,5,4,4,3,5,1,4,5,5,5,5,4,2,5,4,3,5,2,Español,1,9,3,2
63,0,8,Saudi Arabia,4,5,5,4,4,3,5,5,2,4,3,3,4,5,4,4,4,5,3,5,3,4,3,4,4,3,4,5,2,4,3,3,1,4,3,4,3,4,3,4,1,3,4,5,4,3,4,4,3,3,3,5,2,عربي,2,8,4,7
62,0,9,Saudi Arabia,4,4,3,3,2,4,1,5,3,3,4,4,4,5,3,3,5,3,4,2,3,3,5,2,3,5,5,5,4,4,3,4,2,5,4,3,5,3,4,5,3,2,3,4,4,2,4,1,4,4,3,5,2,عربي,2,4,4,7
63,0,8,Saudi Arabia,4,4,3,4,3,3,4,3,4,4,2,4,4,4,4,4,4,3,4,5,4,5,4,3,3,2,3,4,5,4,4,3,5,5,3,3,5,5,4,4,4,3,4,4,5,4,3,2,5,5,3,5,2,عربي,2,7,4,8
62,0,8,Saudi Arabia,3,4,4,4,4,3,2,3,5,4,4,5,5,5,4,4,3,5,5,4,4,4,4,4,4,2,5,5,4,2,5,4,4,4,4,4,4,2,4,5,5,4,4,4,3,3,4,2,3,4,3,5,2,عربي,2,6,4,7
26,0,6,Switzerland,5,5,5,3,4,4,4,4,3,2,3,3,2,3,3,5,4,4,4,4,5,4,5,5,3,4,2,4,1,2,3,3,2,3,3,3,3,3,3,4,4,2,3,3,3,4,3,1,4,5,3,5,2,Français,6,0,2,5
65,0,2,Egypt,4,5,5,4,4,5,4,5,4,5,5,5,4,5,4,5,4,4,4,5,4,5,5,4,4,4,5,5,3,5,4,4,4,4,4,5,4,5,5,5,5,5,4,4,5,5,4,4,4,4,3,5,2,العربيه,2,9,4,9
56,2,NA,Morocco,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,5,3,5,4,3,5,5,5,4,5,3,5,5,4,5,3,5,4,4,3,3,5,2,العربية,7,7,2,5
64,0,8,Saudi Arabia,4,4,4,5,1,4,4,3,4,3,4,3,2,4,3,4,4,3,4,3,2,4,5,4,4,3,4,5,4,3,3,2,3,4,5,2,4,5,5,4,3,3,3,3,2,5,4,3,4,5,3,5,2,عربية,2,6,3,7
63,0,8,Saudi Arabia,3,5,5,3,4,4,5,4,4,4,4,4,3,5,4,4,3,4,4,4,3,3,3,3,5,3,4,4,4,5,1,4,5,4,4,2,4,5,4,5,2,3,5,4,5,3,2,4,5,5,3,5,2,عربية,2,7,4,6
63,0,9,Saudi Arabia,3,5,3,4,3,3,2,3,3,2,4,1,4,4,4,2,3,2,4,4,4,2,3,4,3,3,3,2,4,4,2,4,3,3,4,4,5,4,5,4,5,5,2,4,3,3,2,3,2,5,3,5,2,عربي,2,9,3,8
64,0,8,Saudi Arabia,3,2,4,4,4,2,3,5,5,3,3,4,3,3,2,4,3,3,5,3,5,3,3,4,4,3,4,4,4,2,4,4,2,3,4,4,4,4,4,4,4,3,5,3,3,2,4,4,5,4,3,5,2,عربي,2,8,4,8
65,0,9,Saudi Arabia,1,4,3,4,3,4,2,5,4,5,4,3,4,2,4,5,4,2,4,5,3,5,4,4,2,4,3,5,3,4,1,2,3,3,3,4,5,4,5,4,4,5,3,4,4,2,2,3,4,4,3,5,2,عربية,2,3,4,8
NA,0,NA,Morocco,5,5,5,5,5,5,5,5,3,2,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,3,3,5,3,3,3,5,3,5,5,5,2,4,5,3,5,5,3,5,2,العربية,2,NA,2,2
70,0,3,Egypt,4,5,5,5,5,5,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,5,4,4,5,5,4,5,5,5,3,5,2,العربية,2,10,4,8
70,0,3,Egypt,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,2,عربي,2,9,4,9
NA,0,10,Saudi Arabia,5,4,5,3,2,5,5,5,3,2,2,1,1,1,3,4,1,5,5,5,3,5,5,3,5,5,5,5,5,5,5,1,4,1,3,5,3,5,2,3,2,1,5,5,1,2,2,5,4,3,3,5,2,العربيه,2,0,2,1
70,0,3,Egypt,5,5,5,4,4,4,5,5,5,4,5,5,5,4,4,5,4,5,5,4,5,4,5,5,5,4,5,5,3,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,3,5,2,العربيه,2,10,4,8
70,0,3,Egypt,5,5,5,4,5,4,5,5,4,3,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4,4,5,5,2,5,5,4,5,4,4,4,5,5,5,5,5,5,3,4,4,3,5,3,5,2,arabic,2,6,4,7
63,0,8,Saudi Arabia,4,3,2,2,4,4,4,4,3,3,2,3,4,3,1,5,3,3,4,3,4,3,3,3,4,3,4,4,3,3,3,2,4,3,4,3,4,4,4,2,4,2,4,4,2,4,3,3,5,1,3,5,2,عربي,2,8,4,8
62,0,8,Saudi Arabia,4,4,3,3,3,4,3,4,3,4,4,3,3,1,4,4,4,5,4,3,3,5,4,5,3,4,2,3,3,4,4,2,2,4,4,2,4,4,2,2,3,2,4,2,2,3,3,4,4,5,3,5,2,عربية,2,9,4,8
62,0,8,Saudi Arabia,3,2,2,5,2,4,4,5,1,4,4,2,3,3,3,2,4,5,3,3,5,4,3,4,4,4,3,3,5,5,4,5,3,2,3,5,3,5,3,4,5,5,4,4,5,3,4,3,5,5,3,5,2,عربي,2,4,4,8
64,0,8,Saudi Arabia,4,4,3,2,4,4,4,5,4,4,3,2,4,4,4,2,5,4,1,3,4,2,3,3,4,4,2,4,4,4,4,3,5,3,2,4,5,2,4,4,2,3,4,3,3,4,5,3,3,3,3,5,2,عربي,2,7,3,8
62,0,7,Saudi Arabia,4,2,4,4,4,2,3,4,3,5,5,4,4,4,2,4,5,4,2,1,4,3,4,4,4,4,4,4,5,3,4,2,3,4,2,1,4,1,4,4,3,4,3,5,4,4,3,5,3,5,3,5,2,عربية,2,7,4,7
63,0,7,Saudi Arabia,2,4,5,5,3,5,4,4,3,2,3,4,1,3,1,5,5,2,4,3,2,3,4,3,3,3,4,4,3,4,2,3,2,3,2,4,4,4,2,5,4,3,3,4,4,3,4,4,3,5,3,5,2,عربية,2,7,4,7
NA,0,3,Kenya,4,4,4,4,4,5,3,3,2,5,3,2,1,2,5,1,3,2,2,3,4,3,3,4,2,5,2,2,3,3,1,3,3,3,2,4,1,5,2,5,2,5,5,5,5,2,2,4,2,5,3,5,2,english,1,10,4,10
70,0,3,Egypt,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,2,العربيه,2,10,4,9
68,0,6,Chile,4,4,4,4,4,4,4,4,3,4,2,2,3,3,2,4,3,3,2,2,4,3,3,4,4,2,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,5,2,Español,1,9,4,5
65,0,2,Mexico,4,4,5,4,4,4,4,4,2,1,5,2,5,3,2,5,4,4,5,5,5,5,4,2,4,3,5,4,4,5,5,2,4,3,4,3,3,3,4,5,5,4,5,5,4,3,4,2,4,4,3,5,2,español,7,7,2,7
63,0,9,UAE,5,5,5,4,3,3,2,2,4,2,4,2,2,3,2,3,5,5,4,2,5,4,3,4,3,4,2,4,3,3,3,5,5,1,2,3,2,4,4,2,4,2,1,4,4,3,3,3,5,4,3,5,2,arabic,2,7,4,5
NA,0,5,Mexico,3,2,3,2,2,3,2,3,2,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,4,3,2,3,2,2,3,2,2,4,3,3,4,3,3,2,1,3,5,2,Español,6,8,4,7
60,0,6,Chile,4,3,5,4,3,4,3,3,3,3,5,3,1,1,5,4,4,2,2,1,5,4,5,5,4,5,3,3,3,5,2,3,3,2,4,4,5,3,5,3,4,3,5,4,3,2,5,1,4,5,3,5,2,español,6,1,6,6
60,0,6,Ireland,4,4,5,4,4,5,3,4,1,3,2,1,1,1,2,3,3,2,3,3,4,3,4,4,4,4,3,3,2,5,4,3,4,4,3,5,4,5,4,5,4,4,3,5,3,3,1,1,2,5,3,5,2,English,1,7,3,7
65,0,6,Ireland,4,4,5,4,5,4,3,4,1,3,2,1,1,1,4,4,2,2,3,3,4,2,3,3,5,2,4,3,4,4,5,3,1,4,4,4,4,4,3,4,4,4,4,2,3,1,1,1,1,3,3,5,2,English,1,9,2,5
60,0,5,Saudi Arabia,4,3,4,5,5,4,5,5,1,1,3,1,2,1,4,5,5,5,5,5,5,5,5,5,4,3,4,5,5,4,4,3,4,4,3,4,5,4,5,5,4,5,3,4,4,4,4,5,5,5,3,5,2,العربية,2,6,4,6
NA,0,NA,Kenya,5,4,5,5,5,5,5,4,3,3,3,3,3,3,3,3,4,3,2,2,5,2,4,5,3,4,2,3,2,4,3,4,4,3,3,4,3,5,1,4,4,4,4,4,5,3,3,2,2,2,3,5,2,English,1,4,2,3
NA,0,1,Mexico,2,3,4,5,3,2,3,2,4,4,2,1,1,1,2,4,4,2,3,3,5,5,5,2,2,4,4,4,2,4,3,4,1,2,3,4,3,3,4,4,4,1,1,5,1,1,4,1,3,1,3,5,2,Español,7,NA,2,4
67,0,1,Mexico,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,1,4,5,5,5,4,5,5,4,5,1,3,5,3,4,2,3,5,5,5,5,4,5,1,5,5,1,5,5,5,5,5,3,5,2,español,6,0,6,9
60,0,6,Chile,3,5,3,4,4,4,4,4,2,1,1,3,1,1,1,4,2,2,2,2,4,2,3,3,3,3,1,1,1,4,1,1,2,1,2,2,2,3,3,2,2,1,4,4,1,2,2,1,2,2,3,5,2,Espanol,6,0,3,7
65,0,8,Ireland,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,5,3,1,3,3,4,3,4,3,2,2,1,2,1,1,2,2,2,1,3,4,3,2,2,2,3,1,1,2,1,5,4,2,5,1,3,5,2,English,6,0,2,5
62,0,5,Mexico,5,1,5,5,5,5,4,5,4,5,5,1,1,1,1,4,4,4,3,4,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,3,5,5,1,3,5,3,5,2,Español,1,6,3,8
63,0,8,UAE,2,5,4,3,2,4,3,3,2,4,3,3,3,3,4,2,4,5,2,3,2,2,4,4,2,2,4,4,3,4,3,2,3,2,2,2,2,3,2,5,1,5,3,4,4,5,5,4,3,2,3,5,2,عربية,2,7,4,8
63,0,7,UAE,4,5,2,4,4,3,4,2,4,4,2,2,3,3,3,2,1,5,3,3,3,3,4,3,5,5,4,5,5,4,3,5,3,4,3,4,4,2,5,4,4,5,4,4,3,3,5,4,2,3,3,5,2,عربية,2,8,4,8
80,2,6,Chile,4,3,4,4,1,3,3,4,2,3,1,2,1,3,3,4,3,2,2,3,5,4,3,5,4,4,4,4,4,4,4,2,3,3,3,4,4,5,5,5,4,3,3,4,2,2,4,1,3,4,3,5,2,español,1,7,6,8
60,0,10,Chile,4,5,5,5,2,4,4,5,2,4,3,1,3,2,4,3,1,1,1,2,4,3,4,4,3,4,2,2,2,4,3,1,3,1,4,3,4,3,4,4,4,1,4,4,2,2,3,1,4,4,3,5,2,español,1,4,2,4
58,0,6,Chile,3,4,5,5,4,4,4,4,3,5,5,3,3,3,4,5,5,4,5,3,5,4,4,5,5,5,5,4,5,5,5,4,5,3,4,5,4,5,4,4,5,1,4,5,3,3,3,2,3,5,3,5,2,Español,1,7,3,8
69,0,4,Peru,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,3,5,4,4,5,5,5,3,4,4,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,4,2,3,5,2,عرب,2,8,4,8
56,0,1,Peru,4,4,5,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,2,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,3,5,2,Español,7,5,2,4
59,0,8,Ireland,4,4,4,4,4,4,3,4,3,3,4,3,1,3,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,3,3,4,3,5,5,5,5,5,3,5,2,English,1,9,3,8
NA,0,6,Morocco,4,5,5,5,5,5,5,5,1,5,4,3,1,1,3,5,5,5,5,5,5,4,5,5,5,4,5,3,5,5,5,5,5,5,1,5,4,5,5,5,2,5,3,5,1,2,3,5,5,5,3,5,2,العربية,2,8,4,7
70,0,3,Egypt,4,4,4,4,5,4,4,4,4,3,5,3,4,4,4,3,3,4,4,3,4,5,4,4,4,5,4,3,4,4,4,4,4,4,2,3,3,4,4,5,4,5,3,4,4,4,4,5,4,4,3,5,2,arab,2,7,5,7
67,0,6,Chile,5,4,5,5,3,4,4,4,4,4,4,3,1,3,4,4,3,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,5,3,2,5,4,3,4,4,3,2,4,4,1,2,4,1,4,3,3,5,2,Español,1,7,6,6
56,0,6,Chile,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,3,2,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,3,3,5,2,español,1,8,6,7
56,0,3,UAE,5,5,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,4,5,5,3,5,2,العربية,2,9,6,8
56,0,5,Morocco,3,5,1,3,5,4,5,5,1,1,1,1,1,1,3,4,5,5,1,4,5,5,5,5,5,1,5,5,5,5,4,1,5,5,3,5,3,3,5,5,4,5,3,1,5,5,4,5,5,5,3,5,2,arabic,2,6,3,5
61,0,8,Chile,4,4,5,5,5,5,4,5,3,3,4,2,1,1,3,3,4,4,4,4,5,3,2,5,3,4,4,5,4,4,4,4,4,2,1,2,4,5,2,5,4,4,5,5,4,5,3,4,4,5,3,5,2,Español,1,7,4,4
70,0,3,Egypt,4,4,5,5,4,5,4,5,4,4,4,3,2,4,3,4,3,4,5,4,4,4,3,4,4,5,5,3,4,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,4,4,5,4,4,5,3,5,2,عربى,2,10,4,10
77,0,6,Chile,4,4,3,5,3,3,3,3,2,3,1,2,1,2,3,4,3,3,4,4,4,4,4,5,3,5,4,3,5,5,3,4,5,3,4,4,4,4,4,4,4,2,4,5,2,1,5,1,5,4,3,5,2,Español,1,5,6,6
70,0,3,Egypt,4,5,2,4,4,4,5,4,4,4,4,5,5,4,5,5,5,5,3,5,5,5,5,5,4,4,5,5,4,5,4,5,4,5,3,3,5,4,4,4,4,4,5,4,4,4,5,4,5,5,3,5,2,مصرى,2,10,4,10
59,0,8,Chile,4,4,4,4,4,4,5,5,2,1,2,2,2,2,3,4,4,5,4,5,5,5,4,5,3,4,5,4,3,5,4,4,4,4,2,5,3,5,2,4,3,1,3,3,1,2,1,1,2,2,3,5,2,Español,6,1,2,5
NA,0,NA,Peru,4,2,3,2,2,2,3,3,1,2,2,2,2,2,2,1,2,1,2,2,3,2,2,3,2,2,2,3,2,3,2,2,3,2,2,4,2,3,4,4,4,1,4,4,2,1,2,1,1,3,3,5,2,Castellano,1,6,3,6
65,0,3,Egypt,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,2,عربي,2,8,4,9
NA,0,10,Kenya,5,5,5,5,5,5,5,3,3,3,5,1,2,2,2,2,3,3,2,4,4,2,5,3,3,5,4,3,4,4,1,1,5,4,4,3,3,4,3,5,4,5,5,5,3,5,3,5,4,5,3,5,2,English,1,8,4,10
NA,0,8,Kenya,5,5,5,5,5,5,5,5,4,4,5,3,1,2,5,2,5,4,5,5,5,5,5,5,2,5,4,4,4,5,4,3,5,2,4,5,4,2,2,5,2,4,5,5,4,2,5,1,4,4,3,5,2,Kiswahili,1,7,4,4
NA,0,5,Nigeria,4,5,5,5,5,5,4,5,1,4,1,1,1,1,5,4,5,5,3,2,5,4,2,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,3,5,2,Hausa,2,8,5,8
NA,0,NA,Kenya,5,5,5,5,4,5,5,5,3,4,5,5,3,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,3,5,5,3,5,5,5,3,5,5,5,5,4,5,1,1,5,3,5,2,English,1,10,4,6
70,0,1,Egypt,5,4,4,4,5,5,4,5,3,4,4,4,5,4,5,5,4,4,5,4,4,4,5,4,5,5,5,4,4,4,5,4,4,5,4,5,4,4,4,4,5,5,3,4,5,4,3,5,5,4,3,5,2,العربية,2,8,4,8
NA,0,1,Kenya,5,4,5,4,4,4,5,4,4,1,5,1,4,3,3,4,5,4,4,2,5,4,2,4,4,5,4,3,4,3,4,1,5,3,5,4,4,5,2,4,4,4,5,5,2,5,4,4,5,5,3,5,2,Luo,1,9,4,5
NA,0,5,Kenya,5,3,5,5,5,5,5,5,4,3,3,4,3,4,3,5,5,5,3,5,4,5,4,5,5,5,2,5,3,5,3,4,4,3,4,5,4,5,2,5,2,2,5,5,4,3,4,5,3,5,3,5,2,Kimeru,1,6,3,3
70,0,3,Egypt,3,3,3,4,4,4,3,4,4,4,4,4,5,4,3,4,4,3,4,5,3,4,3,4,5,4,5,3,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,4,4,5,4,5,4,4,3,5,2,arabic,2,6,4,7
